id,Marca,Modelo,Ano,Valor,Codigo Fipe
KAWASAKI - Z 650 SE ABS - 2021,KAWASAKI,Z 650 SE ABS,2021,R$ 40.157,00, 817082-7
YAMAHA - YBR 125 E - 2008,YAMAHA,YBR 125 E,2008,R$ 4.545,00, 827039-2
Royal Enfield - Classic Desert Storm 500 EFI - 32000,Royal Enfield,Classic Desert Storm 500 EFI,32000,R$ 23.147,00, 879005-1
YAMAHA - XT 600 Z TENERE - 1991,YAMAHA,XT 600 Z TENERE,1991,R$ 14.056,00, 827029-5
SUZUKI - BURGMAN 400 - 2011,SUZUKI,BURGMAN 400,2011,R$ 18.235,00, 825033-2
YAMAHA - JOG 50 - 1998,YAMAHA,JOG 50,1998,R$ 1.681,00, 827011-2
SUZUKI - INTRUDER VS 1400-GLP - 1999,SUZUKI,INTRUDER VS 1400-GLP,1999,R$ 23.713,00, 825019-7
WUYANG - WY 125-ESD - 2007,WUYANG,WY 125-ESD,2007,R$ 1.660,00, 851001-6
YAMAHA - YZF R-1 1000 - 2010,YAMAHA,YZF R-1 1000,2010,R$ 40.073,00, 827037-6
PEUGEOT - ZENITH 50 - 1997,PEUGEOT,ZENITH 50,1997,R$ 1.332,00, 821011-0
MVK - SPORT 150 QUADRICICLO - 2013,MVK,SPORT 150 QUADRICICLO,2013,R$ 4.659,00, 845018-8
SUZUKI - BURGMAN 400 - 2003,SUZUKI,BURGMAN 400,2003,R$ 10.432,00, 825033-2
YAMAHA - NEO AT 115cc - 2005,YAMAHA,NEO AT 115cc,2005,R$ 4.001,00, 827049-0
YAMAHA - XTZ 250 LANDER 249cc/LANDER BLUEFLEX/ABS - 2017,YAMAHA,XTZ 250 LANDER 249cc/LANDER BLUEFLEX/ABS,2017,R$ 18.176,00, 827059-7
KAWASAKI - VULCAN 800 CLASSIC - 2002,KAWASAKI,VULCAN 800 CLASSIC,2002,R$ 24.409,00, 817016-9
YAMAHA - YZF R-1 1000 - 2012,YAMAHA,YZF R-1 1000,2012,R$ 45.046,00, 827037-6
YAMAHA - XTZ 125 XE - 2016,YAMAHA,XTZ 125 XE,2016,R$ 11.962,00, 827065-1
YAMAHA - YBR 125 E - 2001,YAMAHA,YBR 125 E,2001,R$ 2.346,00, 827039-2
PEUGEOT - SQUAB 50 - 1998,PEUGEOT,SQUAB 50,1998,R$ 1.483,00, 821008-0
YAMAHA - TDM 225 - 2003,YAMAHA,TDM 225,2003,R$ 4.778,00, 827019-8
YAMAHA - MT-03 321/ABS - 2018,YAMAHA,MT-03 321/ABS,2018,R$ 23.005,00, 827103-8
YAMAHA - TDM 225 - 2004,YAMAHA,TDM 225,2004,R$ 4.913,00, 827019-8
YAMAHA - XT 660 R - 2011,YAMAHA,XT 660 R,2011,R$ 33.170,00, 827050-3
YAMAHA - YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX - 2007,YAMAHA,YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX,2007,R$ 8.407,00, 827052-0
YAMAHA - TT-R 230 - 2009,YAMAHA,TT-R 230,2009,R$ 8.588,00, 827064-3
YAMAHA - YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX - 2013,YAMAHA,YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX,2013,R$ 12.399,00, 827052-0
PIAGGIO - VESPA CLUB 125 - 32000,PIAGGIO,VESPA CLUB 125,32000,R$ 27.720,00, 822040-9
BRP - can-am Spyder 990 RT-S - 2010,BRP,can-am Spyder 990 RT-S,2010,R$ 55.294,00, 864004-1
KAWASAKI - VULCAN LTD CLASS 500cc - 1997,KAWASAKI,VULCAN LTD CLASS 500cc,1997,R$ 10.485,00, 817019-3
MVK - SPORT 150 QUADRICICLO - 2008,MVK,SPORT 150 QUADRICICLO,2008,R$ 3.346,00, 845018-8
TRAXX - WORK 125 - 2015,TRAXX,WORK 125,2015,R$ 3.989,00, 814012-0
YAMAHA - YS 150 FAZER SED/ FLEX - 2015,YAMAHA,YS 150 FAZER SED/ FLEX,2015,R$ 10.098,00, 827088-0
YAMAHA - TDM 225 - 2005,YAMAHA,TDM 225,2005,R$ 5.602,00, 827019-8
SUZUKI - RM 125 - 1995,SUZUKI,RM 125,1995,R$ 3.840,00, 825030-8
Royal Enfield - Classic 500 EFI - 2018,Royal Enfield,Classic 500 EFI,2018,R$ 18.416,00, 879007-8
SUZUKI - ADDRESS/AG 100 - 1996,SUZUKI,ADDRESS/AG 100,1996,R$ 1.675,00, 825002-2
SUZUKI - GSX-R 750 W SRAD - 1997,SUZUKI,GSX-R 750 W SRAD,1997,R$ 17.506,00, 825015-4
YAMAHA - ROYAL STAR 1300 - 2000,YAMAHA,ROYAL STAR 1300,2000,R$ 38.009,00, 827018-0
YAMAHA - TT-R 230 - 2013,YAMAHA,TT-R 230,2013,R$ 10.520,00, 827064-3
KAWASAKI - VULCAN VN 2000 - 2006,KAWASAKI,VULCAN VN 2000,2006,R$ 41.668,00, 817038-0
SUZUKI - EN 125 YES SE - 2013,SUZUKI,EN 125 YES SE,2013,R$ 4.874,00, 825055-3
DUCATI - HYPERMOTARD 1100 EVO 1078cc - 2012,DUCATI,HYPERMOTARD 1100 EVO 1078cc,2012,R$ 47.684,00, 808038-0
TRAXX - SKY 50 PLUS - 2016,TRAXX,SKY 50 PLUS,2016,R$ 4.212,00, 814022-7
YAMAHA - YBR 125i FACTOR ED/FLEX - 2020,YAMAHA,YBR 125i FACTOR ED/FLEX,2020,R$ 11.935,00, 827104-6
SUZUKI - DR 650 RSE - 1995,SUZUKI,DR 650 RSE,1995,R$ 10.508,00, 825008-1
SUZUKI - GSX 750 F - 2000,SUZUKI,GSX 750 F,2000,R$ 17.133,00, 825013-8
SUZUKI - INTRUDER 250 - 2002,SUZUKI,INTRUDER 250,2002,R$ 6.667,00, 825020-0
SUZUKI - EN 125 YES SE - 2014,SUZUKI,EN 125 YES SE,2014,R$ 5.011,00, 825055-3
SUZUKI - ADDRESS/AE 50 - 2000,SUZUKI,ADDRESS/AE 50,2000,R$ 1.781,00, 825001-4
YAMAHA - XTZ 125 XE - 2014,YAMAHA,XTZ 125 XE,2014,R$ 9.802,00, 827065-1
SUZUKI - RMX 250 - 1992,SUZUKI,RMX 250,1992,R$ 4.933,00, 825029-4
YAMAHA - XV 535 S VIRAGO - 1994,YAMAHA,XV 535 S VIRAGO,1994,R$ 9.141,00, 827033-3
Royal Enfield - Interceptor Special Colorway 650cc ABS - 2021,Royal Enfield,Interceptor Special Colorway 650cc ABS,2021,R$ 28.443,00, 879018-3
SUZUKI - ADDRESS/AE 50 - 1999,SUZUKI,ADDRESS/AE 50,1999,R$ 1.660,00, 825001-4
SUZUKI - RMX 250 - 2001,SUZUKI,RMX 250,2001,R$ 9.864,00, 825029-4
SUZUKI - GSX-R 1100 W - 1995,SUZUKI,GSX-R 1100 W,1995,R$ 16.633,00, 825014-6
MVK - JURASIC 300 - 2009,MVK,JURASIC 300,2009,R$ 7.254,00, 845019-6
YAMAHA - XV 535 S VIRAGO - 2000,YAMAHA,XV 535 S VIRAGO,2000,R$ 17.210,00, 827033-3
SUZUKI - RMX 250 - 1991,SUZUKI,RMX 250,1991,R$ 3.959,00, 825029-4
SUZUKI - GSX 1300-R HAYABUSA - 2000,SUZUKI,GSX 1300-R HAYABUSA,2000,R$ 21.265,00, 825017-0
REGAL RAPTOR - BLACK JACK 320 - 2009,REGAL RAPTOR,BLACK JACK 320,2009,R$ 7.806,00, 872003-7
SUZUKI - RMX 250 - 1998,SUZUKI,RMX 250,1998,R$ 9.078,00, 825029-4
SUZUKI - RMX 250 - 1993,SUZUKI,RMX 250,1993,R$ 6.006,00, 825029-4
SUZUKI - GSX 1300-R HAYABUSA - 2001,SUZUKI,GSX 1300-R HAYABUSA,2001,R$ 24.502,00, 825017-0
YAMAHA - XV 535 S VIRAGO - 2001,YAMAHA,XV 535 S VIRAGO,2001,R$ 18.224,00, 827033-3
Royal Enfield - Continental GT Custom 650cc ABS - 2019,Royal Enfield,Continental GT Custom 650cc ABS,2019,R$ 25.797,00, 879019-1
PIAGGIO - VESPA GTS 300 ABS - 2016,PIAGGIO,VESPA GTS 300 ABS,2016,R$ 33.138,00, 822033-6
SUZUKI - RMX 250 - 1999,SUZUKI,RMX 250,1999,R$ 9.333,00, 825029-4
MVK - JURASIC 300 - 2007,MVK,JURASIC 300,2007,R$ 5.774,00, 845019-6
Royal Enfield - Interceptor Special Colorway 650cc ABS - 32000,Royal Enfield,Interceptor Special Colorway 650cc ABS,32000,R$ 31.261,00, 879018-3
SUZUKI - DL 650XT V-STROM - 2020,SUZUKI,DL 650XT V-STROM,2020,R$ 51.676,00, 825070-7
SUZUKI - GSX-R 1100 W - 2000,SUZUKI,GSX-R 1100 W,2000,R$ 20.967,00, 825014-6
YAMAHA - XTZ 125 XK - 2009,YAMAHA,XTZ 125 XK,2009,R$ 5.555,00, 827066-0
KAWASAKI - ZZR 1200 - 2004,KAWASAKI,ZZR 1200,2004,R$ 23.145,00, 817035-5
YAMAHA - XTZ 125 XK - 2012,YAMAHA,XTZ 125 XK,2012,R$ 7.173,00, 827066-0
KAWASAKI - VULCAN VN 800cc - 1996,KAWASAKI,VULCAN VN 800cc,1996,R$ 14.711,00, 817024-0
SUZUKI - KATANA 125 - 1996,SUZUKI,KATANA 125,1996,R$ 1.355,00, 825022-7
SUZUKI - MARAUDER 800 - 1998,SUZUKI,MARAUDER 800,1998,R$ 18.671,00, 825023-5
WUYANG - WY 48Q-2 PHOENIX + 50 - 2017,WUYANG,WY 48Q-2 PHOENIX + 50,2017,R$ 3.487,00, 851007-5
SUZUKI - KATANA 125 - 1998,SUZUKI,KATANA 125,1998,R$ 1.557,00, 825022-7
KTM - SXC 625 - 2006,KTM,SXC 625,2006,R$ 21.847,00, 818020-2
SUZUKI - GSX-R 1100 W - 1992,SUZUKI,GSX-R 1100 W,1992,R$ 14.028,00, 825014-6
TRAXX - JH 70 III - 1996,TRAXX,JH 70 III,1996,R$ 907,00, 814005-7
KAWASAKI - Z-800 - 2016,KAWASAKI,Z-800,2016,R$ 42.189,00, 817062-2
SUZUKI - DR 350 SE - 1995,SUZUKI,DR 350 SE,1995,R$ 4.494,00, 825005-7
SUZUKI - GSX-R 1000 R - 32000,SUZUKI,GSX-R 1000 R,32000,R$ 120.946,00, 825076-6
SUZUKI - BANDIT N-600/ 650 - 2006,SUZUKI,BANDIT N-600/ 650,2006,R$ 20.212,00, 825004-9
SUZUKI - BANDIT N-600/ 650 - 1997,SUZUKI,BANDIT N-600/ 650,1997,R$ 11.637,00, 825004-9
YAMAHA - XTZ 250 TENERE/TENERE BLUEFLEX - 2018,YAMAHA,XTZ 250 TENERE/TENERE BLUEFLEX,2018,R$ 21.450,00, 827080-5
YAMAHA - XTZ 250 TENERE/TENERE BLUEFLEX - 2014,YAMAHA,XTZ 250 TENERE/TENERE BLUEFLEX,2014,R$ 16.683,00, 827080-5
SUZUKI - GSX  650F - 2015,SUZUKI,GSX  650F,2015,R$ 32.985,00, 825052-9
YAMAHA - YZF R-3 321/ABS - 2017,YAMAHA,YZF R-3 321/ABS,2017,R$ 22.288,00, 827097-0
SUZUKI - DL 1000 V-STROM - 2009,SUZUKI,DL 1000 V-STROM,2009,R$ 29.555,00, 825041-3
YAMAHA - XJ6 N/ABS - 2017,YAMAHA,XJ6 N/ABS,2017,R$ 39.987,00, 827076-7
SUZUKI - BANDIT N-600/ 650 - 2002,SUZUKI,BANDIT N-600/ 650,2002,R$ 15.670,00, 825004-9
SUZUKI - GSX-R 1000 - 2002,SUZUKI,GSX-R 1000,2002,R$ 22.253,00, 825039-1
MOTORINO - Star 150cc - 2012,MOTORINO,Star 150cc,2012,R$ 6.128,00, 881001-0
YAMAHA - XV 250 VIRAGO - 1998,YAMAHA,XV 250 VIRAGO,1998,R$ 12.398,00, 827032-5
KAWASAKI - VULCAN 900 CLASSIC LT - 2013,KAWASAKI,VULCAN 900 CLASSIC LT,2013,R$ 37.834,00, 817054-1
YAMAHA - XJ6 N/ABS - 2015,YAMAHA,XJ6 N/ABS,2015,R$ 37.837,00, 827076-7
SUZUKI - BANDIT N-600/ 650 - 2007,SUZUKI,BANDIT N-600/ 650,2007,R$ 21.654,00, 825004-9
YAMAHA - FAZER 600/ FZ6 S - 2007,YAMAHA,FAZER 600/ FZ6 S,2007,R$ 24.166,00, 827051-1
TRIUMPH - TIGER 1200 XCA - 2020,TRIUMPH,TIGER 1200 XCA,2020,R$ 87.389,00, 826064-8
MOTORINO - Custom 150cc - 2014,MOTORINO,Custom 150cc,2014,R$ 6.702,00, 881004-4
SUZUKI - DR 350 - 1995,SUZUKI,DR 350,1995,R$ 4.313,00, 825006-5
YAMAHA - FZR 1000 - 1994,YAMAHA,FZR 1000,1994,R$ 20.669,00, 827009-0
SUZUKI - BANDIT N-1250 - 2013,SUZUKI,BANDIT N-1250,2013,R$ 34.734,00, 825050-2
YAMAHA - XTZ 150 CROSSER Z FLEX - 2020,YAMAHA,XTZ 150 CROSSER Z FLEX,2020,R$ 16.330,00, 827109-7
YAMAHA - XT 600 Z TENERE - 1992,YAMAHA,XT 600 Z TENERE,1992,R$ 14.570,00, 827029-5
SUZUKI - GS 120 - 2016,SUZUKI,GS 120,2016,R$ 5.695,00, 825064-2
TRIUMPH - TIGER 900 GT PRO - 32000,TRIUMPH,TIGER 900 GT PRO,32000,R$ 77.060,00, 826076-1
SUZUKI - BANDIT N-600/ 650 - 2015,SUZUKI,BANDIT N-600/ 650,2015,R$ 35.269,00, 825004-9
KAWASAKI - VOYAGER 1200cc - 1999,KAWASAKI,VOYAGER 1200cc,1999,R$ 28.054,00, 817015-0
SUZUKI - SV650 - 2020,SUZUKI,SV650,2020,R$ 31.372,00, 825073-1
SUZUKI - INTRUDER VS 1400-GLP - 1994,SUZUKI,INTRUDER VS 1400-GLP,1994,R$ 17.136,00, 825019-7
KAWASAKI - NINJA ZX-9R 900cc - 1995,KAWASAKI,NINJA ZX-9R 900cc,1995,R$ 17.533,00, 817013-4
PIAGGIO - VESPA GTS/SUPER/SUPER SPORT 250 i.e - 2011,PIAGGIO,VESPA GTS/SUPER/SUPER SPORT 250 i.e,2011,R$ 23.137,00, 822018-2
SUZUKI - BOULEVARD M800R - 2016,SUZUKI,BOULEVARD M800R,2016,R$ 42.572,00, 825058-8
YAMAHA - YFM 250 BRUIN 230cc - 2007,YAMAHA,YFM 250 BRUIN 230cc,2007,R$ 8.594,00, 827057-0
YAMAHA - YBR 150 FACTOR ED/FLEX - 2018,YAMAHA,YBR 150 FACTOR ED/FLEX,2018,R$ 11.901,00, 827099-6
KAWASAKI - NINJA ZX-7 750cc - 1996,KAWASAKI,NINJA ZX-7 750cc,1996,R$ 15.821,00, 817012-6
YAMAHA - XT 1200 Z  SUPER TÉNÉRÉ/ DX - 32000,YAMAHA,XT 1200 Z  SUPER TÉNÉRÉ/ DX,32000,R$ 83.774,00, 827081-3
SUZUKI - DL 650 V-STROM - 2018,SUZUKI,DL 650 V-STROM,2018,R$ 43.195,00, 825053-7
YAMAHA - ROYAL STAR 1300 - 1996,YAMAHA,ROYAL STAR 1300,1996,R$ 33.698,00, 827018-0
YAMAHA - YZ 250 F 250cc - 2020,YAMAHA,YZ 250 F 250cc,2020,R$ 51.643,00, 827111-9
Royal Enfield - Classic 500 EFI - 2019,Royal Enfield,Classic 500 EFI,2019,R$ 18.888,00, 879007-8
YAMAHA - XT 1200 Z S.TÉNÉRÉ 60th ANINIVERSARY - 2017,YAMAHA,XT 1200 Z S.TÉNÉRÉ 60th ANINIVERSARY,2017,R$ 66.922,00, 827101-1
SUZUKI - RM 250 - 1991,SUZUKI,RM 250,1991,R$ 4.287,00, 825031-6
YAMAHA - FZ25 250 FAZER PANTERA NEGRA FLEX - 2021,YAMAHA,FZ25 250 FAZER PANTERA NEGRA FLEX,2021,R$ 21.699,00, 827117-8
SUZUKI - LT 80 Quadriciclo - 2001,SUZUKI,LT 80 Quadriciclo,2001,R$ 4.389,00, 825036-7
TRAXX - JH 70 - 1996,TRAXX,JH 70,1996,R$ 872,00, 814006-5
SUZUKI - RM 250 - 2001,SUZUKI,RM 250,2001,R$ 11.216,00, 825031-6
YAMAHA - TT-R 125 LE - 2010,YAMAHA,TT-R 125 LE,2010,R$ 6.091,00, 827063-5
YAMAHA - MT-03 321/ABS - 32000,YAMAHA,MT-03 321/ABS,32000,R$ 32.758,00, 827103-8
YAMAHA - YBR 125 FACTOR ED/FACTOR EDITION - 2009,YAMAHA,YBR 125 FACTOR ED/FACTOR EDITION,2009,R$ 5.958,00, 827074-0
YAMAHA - XT 600 E - 2001,YAMAHA,XT 600 E,2001,R$ 14.513,00, 827028-7
SHINERAY - XY 50-Q PHOENIX - 2015,SHINERAY,XY 50-Q PHOENIX,2015,R$ 3.216,00, 850011-8
YAMAHA - YBR 150 FACTOR ED/FLEX - 2022,YAMAHA,YBR 150 FACTOR ED/FLEX,2022,R$ 13.961,00, 827099-6
SUZUKI - BOULEVARD M800 - 2007,SUZUKI,BOULEVARD M800,2007,R$ 27.264,00, 825047-2
SUZUKI - INTRUDER 125 - 2011,SUZUKI,INTRUDER 125,2011,R$ 6.248,00, 825040-5
YAMAHA - XT 600 E - 2003,YAMAHA,XT 600 E,2003,R$ 15.338,00, 827028-7
YAMAHA - YBR 150 FACTOR ED/FLEX - 2016,YAMAHA,YBR 150 FACTOR ED/FLEX,2016,R$ 10.164,00, 827099-6
TRAXX - WORK 125 - 2013,TRAXX,WORK 125,2013,R$ 3.130,00, 814012-0
SUZUKI - GLADIUS 650 - 2016,SUZUKI,GLADIUS 650,2016,R$ 25.908,00, 825066-9
SUZUKI - INTRUDER 125 - 2016,SUZUKI,INTRUDER 125,2016,R$ 8.921,00, 825040-5
SUZUKI - FREEWIND XF 650 - 2003,SUZUKI,FREEWIND XF 650,2003,R$ 15.499,00, 825010-3
YAMAHA - YBR 125i FACTOR ED/FLEX - 32000,YAMAHA,YBR 125i FACTOR ED/FLEX,32000,R$ 13.845,00, 827104-6
KAWASAKI - Z 1000 - 2008,KAWASAKI,Z 1000,2008,R$ 33.303,00, 817037-1
TRAXX - JH 250 FLY - 2017,TRAXX,JH 250 FLY,2017,R$ 8.804,00, 814018-9
YAMAHA - 750 VIRAGO - 1996,YAMAHA,750 VIRAGO,1996,R$ 17.966,00, 827001-5
SUZUKI - INTRUDER 125 - 2010,SUZUKI,INTRUDER 125,2010,R$ 6.075,00, 825040-5
SUZUKI - DR 350 SE - 1996,SUZUKI,DR 350 SE,1996,R$ 5.052,00, 825005-7
SUZUKI - INTRUDER 125 - 2012,SUZUKI,INTRUDER 125,2012,R$ 6.571,00, 825040-5
SUZUKI - INTRUDER 125 - 2004,SUZUKI,INTRUDER 125,2004,R$ 3.648,00, 825040-5
SUZUKI - GSX-R 1100 W - 1991,SUZUKI,GSX-R 1100 W,1991,R$ 12.373,00, 825014-6
KAWASAKI - VULCAN VN 800cc - 1997,KAWASAKI,VULCAN VN 800cc,1997,R$ 16.386,00, 817024-0
SUZUKI - MARAUDER 800 - 1997,SUZUKI,MARAUDER 800,1997,R$ 17.797,00, 825023-5
SUZUKI - DL 650XT V-STROM - 2021,SUZUKI,DL 650XT V-STROM,2021,R$ 55.269,00, 825070-7
SUZUKI - INTRUDER 125 - 2006,SUZUKI,INTRUDER 125,2006,R$ 4.635,00, 825040-5
SUZUKI - DL 650XT V-STROM - 2016,SUZUKI,DL 650XT V-STROM,2016,R$ 40.185,00, 825070-7
MVK - JURASIC 300 - 2008,MVK,JURASIC 300,2008,R$ 6.128,00, 845019-6
SUZUKI - DR 350 SE - 1997,SUZUKI,DR 350 SE,1997,R$ 5.748,00, 825005-7
SUZUKI - INTRUDER 125 - 2007,SUZUKI,INTRUDER 125,2007,R$ 5.122,00, 825040-5
SUZUKI - INTRUDER 125 - 2013,SUZUKI,INTRUDER 125,2013,R$ 6.757,00, 825040-5
SUZUKI - INTRUDER 125 - 2009,SUZUKI,INTRUDER 125,2009,R$ 5.821,00, 825040-5
SUZUKI - MARAUDER 800 - 2003,SUZUKI,MARAUDER 800,2003,R$ 21.444,00, 825023-5
KAWASAKI - Z-800 - 2013,KAWASAKI,Z-800,2013,R$ 37.638,00, 817062-2
SUZUKI - MARAUDER 800 - 2000,SUZUKI,MARAUDER 800,2000,R$ 19.732,00, 825023-5
SUZUKI - DL 650XT V-STROM - 2017,SUZUKI,DL 650XT V-STROM,2017,R$ 41.749,00, 825070-7
SUZUKI - KATANA 125 - 1997,SUZUKI,KATANA 125,1997,R$ 1.464,00, 825022-7
SUZUKI - RF 600 R - 1996,SUZUKI,RF 600 R,1996,R$ 13.780,00, 825024-3
SUZUKI - DL 650XT V-STROM - 2022,SUZUKI,DL 650XT V-STROM,2022,R$ 56.687,00, 825070-7
SUZUKI - GSX-R 1000 - 2015,SUZUKI,GSX-R 1000,2015,R$ 53.444,00, 825039-1
YAMAHA - YFZ 450/ YZ 450 F 449cc - 2020,YAMAHA,YFZ 450/ YZ 450 F 449cc,2020,R$ 57.074,00, 827069-4
SUZUKI - Lets II 50cc - 2001,SUZUKI,Lets II 50cc,2001,R$ 2.308,00, 825038-3
SUZUKI - DL 1000 V-STROM - 2015,SUZUKI,DL 1000 V-STROM,2015,R$ 44.217,00, 825041-3
YAMAHA - XVS 650 DRAG STAR - 1997,YAMAHA,XVS 650 DRAG STAR,1997,R$ 15.311,00, 827005-8
YAMAHA - YZF R-3 321/ABS - 2020,YAMAHA,YZF R-3 321/ABS,2020,R$ 27.955,00, 827097-0
SUZUKI - BANDIT N-600/ 650 - 2011,SUZUKI,BANDIT N-600/ 650,2011,R$ 26.339,00, 825004-9
YAMAHA - XV 250 VIRAGO - 2000,YAMAHA,XV 250 VIRAGO,2000,R$ 13.602,00, 827032-5
TRIUMPH - TIGER 1200 EXPLORER XCA - 2018,TRIUMPH,TIGER 1200 EXPLORER XCA,2018,R$ 74.479,00, 826058-3
YAMAHA - XTZ 250 TENERE/TENERE BLUEFLEX - 2017,YAMAHA,XTZ 250 TENERE/TENERE BLUEFLEX,2017,R$ 19.835,00, 827080-5
SHINERAY - XY 150-5 MAX - 2011,SHINERAY,XY 150-5 MAX,2011,R$ 2.731,00, 850010-0
YAMAHA - FZ25 250 FAZER FLEX - 2020,YAMAHA,FZ25 250 FAZER FLEX,2020,R$ 20.314,00, 827107-0
YAMAHA - YZF R-3 321/ABS - 2016,YAMAHA,YZF R-3 321/ABS,2016,R$ 20.879,00, 827097-0
TRIUMPH - THUNDERBIRD 1700 COMMANDER - 2016,TRIUMPH,THUNDERBIRD 1700 COMMANDER,2016,R$ 59.920,00, 826044-3
SHINERAY - XY 50-Q CROSS - 2016,SHINERAY,XY 50-Q CROSS,2016,R$ 3.472,00, 850021-5
SUZUKI - GSX-R 750 W SRAD - 2015,SUZUKI,GSX-R 750 W SRAD,2015,R$ 48.226,00, 825015-4
TRIUMPH - THUNDERBIRD 1700 STORM - 2015,TRIUMPH,THUNDERBIRD 1700 STORM,2015,R$ 45.588,00, 826036-2
TRIUMPH - SPRINT ST 1050i - 2006,TRIUMPH,SPRINT ST 1050i,2006,R$ 26.310,00, 826027-3
SUZUKI - GSX-R 1000 - 2018,SUZUKI,GSX-R 1000,2018,R$ 63.169,00, 825039-1
DUCATI - MONSTER S2-R 1000  992cc - 2006,DUCATI,MONSTER S2-R 1000  992cc,2006,R$ 31.131,00, 808020-8
YAMAHA - TT-R 230 - 2016,YAMAHA,TT-R 230,2016,R$ 11.903,00, 827064-3
YAMAHA - YBR 125 K - 2004,YAMAHA,YBR 125 K,2004,R$ 3.147,00, 827040-6
YAMAHA - TT-R 230 - 2015,YAMAHA,TT-R 230,2015,R$ 11.307,00, 827064-3
SUZUKI - BANDIT 1250S - 2011,SUZUKI,BANDIT 1250S,2011,R$ 28.407,00, 825051-0
SUZUKI - BURGMAN 400 - 2004,SUZUKI,BURGMAN 400,2004,R$ 10.727,00, 825033-2
TRIUMPH - TIGER 900 - 1999,TRIUMPH,TIGER 900,1999,R$ 15.542,00, 826013-3
YAMAHA - XT 1200 Z  SUPER TÉNÉRÉ/ DX - 2015,YAMAHA,XT 1200 Z  SUPER TÉNÉRÉ/ DX,2015,R$ 54.348,00, 827081-3
YAMAHA - YZF R-1 1000 - 2015,YAMAHA,YZF R-1 1000,2015,R$ 69.923,00, 827037-6
YAMAHA - MT-09 TRACER - 2018,YAMAHA,MT-09 TRACER,2018,R$ 50.967,00, 827100-3
YAMAHA - XT 660 R - 2017,YAMAHA,XT 660 R,2017,R$ 45.428,00, 827050-3
KAWASAKI - VULCAN VN 750cc - 1992,KAWASAKI,VULCAN VN 750cc,1992,R$ 9.014,00, 817023-1
KTM - SXC 625 - 2007,KTM,SXC 625,2007,R$ 22.459,00, 818020-2
YAMAHA - YFM 660R 660cc - 2006,YAMAHA,YFM 660R 660cc,2006,R$ 16.599,00, 827056-2
YAMAHA - CRYPTON 100 - 2003,YAMAHA,CRYPTON 100,2003,R$ 2.466,00, 827004-0
YAMAHA - XT 660 R - 2007,YAMAHA,XT 660 R,2007,R$ 29.332,00, 827050-3
YAMAHA - YS 150 FAZER SED/ FLEX - 2018,YAMAHA,YS 150 FAZER SED/ FLEX,2018,R$ 12.975,00, 827088-0
SUZUKI - SAVAGE LS 650 - 1999,SUZUKI,SAVAGE LS 650,1999,R$ 11.054,00, 825026-0
TRIUMPH - SPEED TRIPLE 1050i - 2015,TRIUMPH,SPEED TRIPLE 1050i,2015,R$ 40.434,00, 826028-1
YAMAHA - YS 150 FAZER SED/ FLEX - 32000,YAMAHA,YS 150 FAZER SED/ FLEX,32000,R$ 15.911,00, 827088-0
SUZUKI - BOULEVARD M800 - 2016,SUZUKI,BOULEVARD M800,2016,R$ 41.196,00, 825047-2
YAMAHA - YBR 125 E - 2005,YAMAHA,YBR 125 E,2005,R$ 2.824,00, 827039-2
YAMAHA - XTZ 125 XE - 2013,YAMAHA,XTZ 125 XE,2013,R$ 8.608,00, 827065-1
SHINERAY - XY 50-Q2 RETRO/JET/BIKE - 2021,SHINERAY,XY 50-Q2 RETRO/JET/BIKE,2021,R$ 7.525,00, 850015-0
YAMAHA - RD 135 - 1994,YAMAHA,RD 135,1994,R$ 2.316,00, 827014-7
MOTORINO - Custom S 150cc - 2014,MOTORINO,Custom S 150cc,2014,R$ 6.045,00, 881003-6
YAMAHA - DT 200 R - 1994,YAMAHA,DT 200 R,1994,R$ 5.117,00, 827007-4
SHINERAY - XY 110V WAVE - 2010,SHINERAY,XY 110V WAVE,2010,R$ 1.941,00, 850001-0
SUZUKI - GSX-R 1000 - 2014,SUZUKI,GSX-R 1000,2014,R$ 50.296,00, 825039-1
YAMAHA - YBR 150 FACTOR ED/FLEX - 2021,YAMAHA,YBR 150 FACTOR ED/FLEX,2021,R$ 13.577,00, 827099-6
BRP - can-am Spyder 990 RT-S - 2011,BRP,can-am Spyder 990 RT-S,2011,R$ 58.767,00, 864004-1
TRIUMPH - TIGER 800 XC - 2014,TRIUMPH,TIGER 800 XC,2014,R$ 41.709,00, 826035-4
YAMAHA - JOG TEEN 50 - 2001,YAMAHA,JOG TEEN 50,2001,R$ 2.131,00, 827012-0
SHINERAY - XY 125 JET - 2015,SHINERAY,XY 125 JET,2015,R$ 4.219,00, 850017-7
SUZUKI - BANDIT N-600/ 650 - 1996,SUZUKI,BANDIT N-600/ 650,1996,R$ 10.656,00, 825004-9
YAMAHA - YZF R-1 1000 - 2014,YAMAHA,YZF R-1 1000,2014,R$ 49.917,00, 827037-6
YAMAHA - RD 135 - 1999,YAMAHA,RD 135,1999,R$ 3.723,00, 827014-7
SUZUKI - AN 125 BURGMAN - 2006,SUZUKI,AN 125 BURGMAN,2006,R$ 4.079,00, 825044-8
