Modelo,Cilindrada,Ano,Valor,valor_fipe,Url,Codigo,cod_fipe,Data,Marca,Quilometragem,diferença_fipe,Município
HONDA CG 150 TITAN-ES,150,2006,7800,7162.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-com-partida-azul-sem-detalhes-moto-file-1031064098,1031064098,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 7438}, {'Codigo': '811071-9', 'id': 'HONDA - CG 150 TITAN-ES', 'Valor': 6886}]",11/05,HONDA,58000,,Betim
HONDA CG 150 TITAN-KS MIX,Acima de 1.000,2008,8000,7234,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-cg-150-titan-ks-2008-1026808668,1026808668,"[{'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 7234}]",10/05,HONDA,49351,,Ouro Preto
HONDA CG 150 FAN ESDI/ 150 FAN ESDI FLEX,150,2011,8800,8800.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-fan-150-1031038338,1031038338,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8796}, {'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 8804}]",10/05,HONDA,0,,Contagem
HONDA CG 125 TITAN-KS,125,2013,8000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-ks-1031030660,1031030660,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 8035}, {'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 7152}, {'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 7287}, {'Codigo': '811095-6', 'id': 'HONDA - CG 125 CARGO ES', 'Valor': 6765}]",10/05,HONDA,75000,,Betim
HONDA XR 250 TORNADO,250,2008,6000,10334,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/tornado-2008-de-trilha-1031020223,1031020223,"[{'Codigo': '811062-0', 'id': 'HONDA - XR 250 TORNADO', 'Valor': 10334}]",10/05,HONDA,1111,,São Domingos do Prata
HONDA CG 125,125,2012,9000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2012-1031013482,1031013482,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7481}, {'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6957}, {'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 7088}, {'Codigo': '811095-6', 'id': 'HONDA - CG 125 CARGO ES', 'Valor': 6020}]",10/05,HONDA,20000,,Santa Luzia
HONDA CG 150 TITAN-KS MIX,150,2004,6900,6499,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-ks-1030996345,1030996345,"[{'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 6499}]",10/05,HONDA,279000,,Belo Horizonte
HONDA CG 125 FAN ES,125,2014,8000,8603.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2014-1030954840,1030954840,"[{'Codigo': '811117-0', 'id': 'HONDA - CG 125 FAN ESD', 'Valor': 8857}, {'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 8349}]",10/05,HONDA,52,,Contagem
HONDA CG 125 FAN ES,150,2009,8000,6808,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-fan-125-es-completa-motor-150-1030950384,1030950384,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 6808}]",10/05,HONDA,53791,,Belo Horizonte
HONDA CG 160 FAN ESDI FLEXONE,160,2021,8000,15559.5,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/160-2021-1030943675,1030943675,"[{'Codigo': '811133-2', 'id': 'HONDA - CG 160 TITAN FLEXONE/Ed.Especial 40 Anos', 'Valor': 16090}, {'Codigo': '811147-2', 'id': 'HONDA - CG 160 FAN Flex', 'Valor': 15029}]",10/05,HONDA,38000,,Belo Horizonte
DAFRA HORIZON 150,150,2016,9900,8131,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/horizon-150cc-2016-1030935721,1030935721,"[{'Codigo': '861021-5', 'id': 'DAFRA - HORIZON 150', 'Valor': 8131}]",10/05,DAFRA,28000,,Belo Horizonte
HONDA CG 150 FAN ESI/ 150 FAN ESI FLEX,150,2011,9800,8800.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-150-esi-1030925530,1030925530,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8796}, {'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 8804}]",10/05,HONDA,89000,,Vespasiano
HONDA CG 125 FAN / FAN KS / 125 I FAN,150,2011,7200,6767,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-fan-1030913390,1030913390,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6767}]",10/05,HONDA,79,,Ribeirão das Neves
HONDA CRF 230 F,250,2008,9500,10484,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/crf-230-1030899877,1030899877,"[{'Codigo': '811087-5', 'id': 'HONDA - CRF 230 F', 'Valor': 10484}]",10/05,HONDA,0,,Nova Lima
HONDA CB 300R/ 300R FLEX,300,2011,9500,9795,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/oportunidade-unica-1030878683,1030878683,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 9795}]",10/05,HONDA,69000,,Mário Campos
YAMAHA TT-R 230,250,2013,8500,10520,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/tt-r-230-1028469076,1028469076,"[{'Codigo': '827064-3', 'id': 'YAMAHA - TT-R 230', 'Valor': 10520}]",10/05,YAMAHA,1000,,Contagem
HONDA CG 125 FAN ES,125,2010,7500,7001,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-125-fa-es-a-mais-nova-de-bh-1030851113,1030851113,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7001}]",10/05,HONDA,90000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2010,6400,6582,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-honda-cg-125-fan-ks-1030818745,1030818745,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6582}]",10/05,HONDA,55000,,Contagem
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2012,7500,6957,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-cg-125-fan-ks-1030793731,1030793731,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6957}]",10/05,HONDA,84000,,Belo Horizonte
HONDA CG 150 FAN ESI/ 150 FAN ESI FLEX,150,2010,9900,8554,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-uma-moto-cg-fan-esi-150-flex-2010-1030788988,1030788988,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8554}]",10/05,HONDA,51245,,Ibirité
HONDA CBX 250 TWISTER,250,2004,5000,6513,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cbx-250cc-troca-por-mesmo-ou-maior-cc-1030774189,1030774189,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 6513}]",10/05,HONDA,400000,,Contagem
 ,160,2017,10000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/2017-yamaha-cg-fazer-150-1030756341,1030756341,[],10/05,,10000,,Belo Horizonte
HONDA BIZ 125+,125,2009,9200,9003,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-biz-125-1030740495,1030740495,"[{'Codigo': '811084-0', 'id': 'HONDA - BIZ 125+', 'Valor': 9003}]",10/05,HONDA,65400,,Ipatinga
HONDA POP 100 97CC,100,2012,6900,5211,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-pop-100-2012-perfeito-estado-1030737207,1030737207,"[{'Codigo': '811085-9', 'id': 'HONDA - POP 100 97cc', 'Valor': 5211}]",10/05,HONDA,38,,Betim
SUNDOWN HUNTER 90  86CC,100,2007,3200,1402,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/sundown-hunter-90-ano-2007-1030730109,1030730109,"[{'Codigo': '824016-7', 'id': 'SUNDOWN - HUNTER 90  86cc', 'Valor': 1402}]",10/05,SUNDOWN,6100,,Betim
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2011,7500,6767,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2011-1030712735,1030712735,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6767}]",10/05,HONDA,0,,Bela Vista de Minas
HONDA BIZ 125+,125,2010,9900,9394,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/biz-2010-completa-doc-ok-whast-1030706088,1030706088,"[{'Codigo': '811084-0', 'id': 'HONDA - BIZ 125+', 'Valor': 9394}]",10/05,HONDA,30,,Contagem
YAMAHA YBR 125 FACTOR K/ FACTOR K1,125,2014,5800,6837,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-moto-factor-k-125-2013-2014-1030682586,1030682586,"[{'Codigo': '827072-4', 'id': 'YAMAHA - YBR 125 FACTOR K/ FACTOR K1', 'Valor': 6837}]",10/05,YAMAHA,57000,,Sete Lagoas
MVK BLACK STAR 150,150,2009,5500,3370,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/black-star-150-1030674066,1030674066,"[{'Codigo': '845009-9', 'id': 'MVK - BLACK STAR 150', 'Valor': 3370}]",10/05,MVK,145654,,Ribeirão das Neves
HONDA CG 150 TITAN-ES,150,2008,7000,8027.5,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-cg-titam150es2007-2008-1030660893,1030660893,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8278}, {'Codigo': '811071-9', 'id': 'HONDA - CG 150 TITAN-ES', 'Valor': 7777}]",10/05,HONDA,0,,Santa Luzia
HONDA CBX 250 TWISTER,250,2006,7000,7194,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cbx250-2006-1030615297,1030615297,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7194}]",09/05,HONDA,120000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2008,7000,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-fan-2008-1030585280,1030585280,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",09/05,HONDA,25000,,Belo Horizonte
HONDA CG 150 TITAN-KS/ TITAN-JOB,150,2005,6299,6668,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-titan-150-ks-2004-2005-1030568193,1030568193,"[{'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 6668}]",09/05,HONDA,60000,,Ipatinga
HONDA CG 160 FAN FLEX,160,2018,9000,13261.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/troco-fan-160-2018-2018-1030557029,1030557029,"[{'Codigo': '811133-2', 'id': 'HONDA - CG 160 TITAN FLEXONE/Ed.Especial 40 Anos', 'Valor': 13535}, {'Codigo': '811147-2', 'id': 'HONDA - CG 160 FAN Flex', 'Valor': 12987}]",09/05,HONDA,80000,,Ribeirão das Neves
YAMAHA FAZER,300,2010,9000,9867,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fazer-2010-edicao-limitada-troco-por-algo-do-meu-interesse-1030544688,1030544688,"[{'Codigo': '827052-0', 'id': 'YAMAHA - YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX', 'Valor': 9867}]",09/05,YAMAHA,100000,,Betim
HONDA CBX 250 TWISTER,250,2005,6000,6954,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-1030539401,1030539401,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 6954}]",09/05,HONDA,85000,,Belo Horizonte
HONDA CBX 250 TWISTER,250,2008,8000,7972,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/twister-2008-sem-detalhes-1030516407,1030516407,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7972}]",09/05,HONDA,79000,,Betim
HONDA CG 150 TITAN-KS/ TITAN-JOB,250,2007,6800,7035,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-ks-2007-1030495476,1030495476,"[{'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 7035}]",09/05,HONDA,1,,Betim
HONDA CB TWISTER/FLEXONE 250CC,250,2008,10000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cb-twister-250-1030466335,1030466335,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7972}, {'Codigo': '811069-7', 'id': 'HONDA - CBR 600 RR', 'Valor': 36129}, {'Codigo': '811073-5', 'id': 'HONDA - CBR 1000 RR Fireblade', 'Valor': 38305}, {'Codigo': '811086-7', 'id': 'HONDA - CB1300 SUPER FOUR', 'Valor': 38628}, {'Codigo': '811076-0', 'id': 'HONDA - CB 600F HORNET', 'Valor': 30718}]",09/05,HONDA,66000,,Belo Horizonte
HONDA XR 250 TORNADO,250,2008,7500,10334,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-tornado-1030457343,1030457343,"[{'Codigo': '811062-0', 'id': 'HONDA - XR 250 TORNADO', 'Valor': 10334}]",09/05,HONDA,50,,Sabará
 ,Acima de 1.000,2021,10000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-eletrica-chopper-3000w-1030439305,1030439305,[],09/05,,200,,Belo Horizonte
YAMAHA YBR 125 FACTOR K/ FACTOR K1,125,2015,9800,7625,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/factor-1030412974,1030412974,"[{'Codigo': '827072-4', 'id': 'YAMAHA - YBR 125 FACTOR K/ FACTOR K1', 'Valor': 7625}]",09/05,YAMAHA,43000,,Alvinópolis
HONDA XR 250 TORNADO,250,2007,9500,10050,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/venda-tornada-1030388355,1030388355,"[{'Codigo': '811062-0', 'id': 'HONDA - XR 250 TORNADO', 'Valor': 10050}]",09/05,HONDA,60,,Betim
HONDA CBX 250 TWISTER,250,2006,8500,7194,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-cbx-250-twister-05-06-muito-conservada-toda-revisada-1030379942,1030379942,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7194}]",09/05,HONDA,217000,,Ibirité
HONDA CG 125 FAN ES,125,2008,5700,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2008-1030337885,1030337885,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",09/05,HONDA,100,,Belo Horizonte
HONDA LEAD 110,100,2014,8200,8410,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-lead-1030329277,1030329277,"[{'Codigo': '811099-9', 'id': 'HONDA - LEAD 110', 'Valor': 8410}]",09/05,HONDA,50,,Contagem
HONDA CG 150 TITAN-ESD/ TITAN SPECIAL EDITION,150,2011,10000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-completa-2011-1030322066,1030322066,"[{'Codigo': '811094-8', 'id': 'HONDA - CG 150 TITAN-KS MIX', 'Valor': 8532}, {'Codigo': '811100-6', 'id': 'HONDA - CG 150 TITAN-EX MIX/FLEX', 'Valor': 8917}, {'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 8896}]",09/05,HONDA,119000,,Ibirité
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2012,6700,6957,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-125-fan-ks-2012-motor-zerado-1030300450,1030300450,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6957}]",09/05,HONDA,60000,,Belo Horizonte
AMAZONAS AME-250 C1,250,2007,9990,7139,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-amazonas-c-motor-de-twister-2-dono-1030270857,1030270857,"[{'Codigo': '855001-8', 'id': 'AMAZONAS - AME-250 C1', 'Valor': 7139}]",09/05,AMAZONAS,53500,,Betim
YAMAHA YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX,250,2007,9500,8407,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-yamaha-fazer-ys250-1030261746,1030261746,"[{'Codigo': '827052-0', 'id': 'YAMAHA - YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX', 'Valor': 8407}]",09/05,YAMAHA,1,,Contagem
HONDA CG 160 TITAN S FLEX,160,2009,8500,8437,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/160-1030222540,1030222540,"[{'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 8437}]",08/05,HONDA,11111111,,Sete Lagoas
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2004,7000,2889,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-125-1030198950,1030198950,"[{'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 2889}]",08/05,HONDA,57,,Ouro Preto
YAMAHA XTZ 125 E,125,2006,5000,4846,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/xtz-125-troco-por-carro-preferencia-uno-1030192193,1030192193,"[{'Codigo': '827047-3', 'id': 'YAMAHA - XTZ 125 E', 'Valor': 4846}]",08/05,YAMAHA,40523,,Ribeirão das Neves
HONDA PCX 150/DLX,125,2013,8000,8162,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/motoneta-1030182079,1030182079,"[{'Codigo': '811116-2', 'id': 'HONDA - PCX 150/DLX', 'Valor': 8162}]",08/05,HONDA,102000,,Belo Horizonte
HONDA CG 125,125,2008,5800,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-moto-fan-125-2007-2008-1030169830,1030169830,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",08/05,HONDA,0,,Ribeirão das Neves
HONDA CRF 230 F,250,2010,10000,11080,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-crf-2010-230-1030159739,1030159739,"[{'Codigo': '811087-5', 'id': 'HONDA - CRF 230 F', 'Valor': 11080}]",08/05,HONDA,0,,Ouro Preto
SHINERAY XY 50-Q2 RETRO/JET/BIKE,50,2014,3900,3344,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/shineray-jet-50-2014-1030143262,1030143262,"[{'Codigo': '850015-0', 'id': 'SHINERAY - XY 50-Q2 RETRO/JET/BIKE', 'Valor': 3344}]",08/05,SHINERAY,4800,,Belo Horizonte
HONDA CBX 250 TWISTER,250,2005,5800,6954,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-twister-so-venda-1030130227,1030130227,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 6954}]",08/05,HONDA,86000,,Belo Horizonte
HONDA CB 300R/ 300R FLEX,300,2012,9500,10651,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-moto-cb-300-2012-1030113421,1030113421,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 10651}]",08/05,HONDA,80,,Betim
HONDA CG 150 START FLEXONE,150,2015,10000,9904,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-2015-cg-150-1030103381,1030103381,"[{'Codigo': '811128-6', 'id': 'HONDA - CG 150 START FLEXONE', 'Valor': 9904}]",08/05,HONDA,80000,,Belo Horizonte
YAMAHA XTZ 125 E,125,2013,9000,8669.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/yamaha-xtz-125-1030095215,1030095215,"[{'Codigo': '827065-1', 'id': 'YAMAHA - XTZ 125 XE', 'Valor': 8608}, {'Codigo': '827047-3', 'id': 'YAMAHA - XTZ 125 E', 'Valor': 8730}]",08/05,YAMAHA,77000,,Belo Horizonte
HONDA CG 125 FAN ES,125,2008,5000,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-1030067575,1030067575,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",08/05,HONDA,13000,,Ribeirão das Neves
HONDA CG 150 TITAN-ES,150,2007,8500,7797.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-1030053130,1030053130,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8031}, {'Codigo': '811071-9', 'id': 'HONDA - CG 150 TITAN-ES', 'Valor': 7563}]",08/05,HONDA,125472,,Belo Horizonte
YAMAHA YBR 125 ED,125,2008,6000,5329,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/ybr-2008-1030033691,1030033691,"[{'Codigo': '827045-7', 'id': 'YAMAHA - YBR 125 ED', 'Valor': 5329}]",08/05,YAMAHA,85600,,Itabirito
HONDA CG 150 TITAN-KS/ TITAN-JOB,250,2006,7700,6849,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150cc-passo-cartao-aceito-moto-usada-1030024442,1030024442,"[{'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 6849}]",08/05,HONDA,93000,,Contagem
YAMAHA YBR 125 FACTOR K/ FACTOR K1,125,2014,6500,6837,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-factor-2014-preta-ta-top-a-moto-1030017879,1030017879,"[{'Codigo': '827072-4', 'id': 'YAMAHA - YBR 125 FACTOR K/ FACTOR K1', 'Valor': 6837}]",08/05,YAMAHA,65000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2008,6000,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2008-1030014155,1030014155,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",07/05,HONDA,75000,,Belo Horizonte
HONDA CB,250,2019,10000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cb-250-2019-1034815325,1034815325,"[{'Codigo': '811126-0', 'id': 'HONDA - CBR 650F', 'Valor': 48339}, {'Codigo': '811150-2', 'id': 'HONDA - CBR 1000 RR Fireblade SP', 'Valor': 93178}, {'Codigo': '811073-5', 'id': 'HONDA - CBR 1000 RR Fireblade', 'Valor': 83588}, {'Codigo': '811135-9', 'id': 'HONDA - CB TWISTER/FLEXONE 250cc', 'Valor': 19022}, {'Codigo': '811127-8', 'id': 'HONDA - CB 650F', 'Valor': 44412}, {'Codigo': '811121-9', 'id': 'HONDA - CB 500X', 'Valor': 37081}, {'Codigo': '811118-9', 'id': 'HONDA - CB 500F', 'Valor': 33063}, {'Codigo': '811109-0', 'id': 'HONDA - CB 1000R/ABS', 'Valor': 62141}]",20/05,HONDA,19960,,Belo Horizonte
HONDA CG 125 FAN ES,125,2007,5400,5636,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/5-400-1034811856,1034811856,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5636}]",20/05,HONDA,1111,,Belo Horizonte
HONDA BIZ 110I,125,2013,9000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-bis-vermelha-1034806535,1034806535,"[{'Codigo': '811002-6', 'id': 'HONDA - C 100 BIZ-ES', 'Valor': 8517}, {'Codigo': '811003-4', 'id': 'HONDA - C 100 BIZ/ 100 BIZ KS', 'Valor': 7433}, {'Codigo': '811106-5', 'id': 'HONDA - BIZ 125 EX/ 125 EX FLEX', 'Valor': 10921}, {'Codigo': '811080-8', 'id': 'HONDA - BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION', 'Valor': 9868}]",20/05,HONDA,78441,,Sete Lagoas
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2011,7000,6767,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-ks-1034802849,1034802849,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6767}]",20/05,HONDA,72000,,Esmeraldas
HONDA CG 150 TITAN-ESD/ TITAN SPECIAL EDITION,150,2008,8500,8278,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-esd-1034781744,1034781744,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8278}]",20/05,HONDA,49108,,Sarzedo
HONDA CG 150 TITAN-ESD/ TITAN SPECIAL EDITION,150,2007,8500,8031,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-titan-150cc-esd-preta-2007-doc-2022-top-1034763239,1034763239,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8031}]",20/05,HONDA,58472,,Belo Horizonte
