Modelo,Cilindrada,Ano,Valor,valor_fipe,Url,Codigo,cod_fipe,Data,Marca,Quilometragem,diferença_fipe,Município
HONDA CB 300R/ 300R FLEX,300,2010,8900,9468,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-cb-300r-1028758779,1028758779,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 9468}]",05/05,HONDA,0,,Belo Horizonte
HONDA CG 150 START FLEXONE,150,2015,9900,9904,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/troco-em-xre-com-volta-minhaou-vendo-1028743347,1028743347,"[{'Codigo': '811128-6', 'id': 'HONDA - CG 150 START FLEXONE', 'Valor': 9904}]",05/05,HONDA,59000,,Belo Horizonte
YAMAHA FAZER,250,2010,9500,9867,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-fazer-250-2010-1028734653,1028734653,"[{'Codigo': '827052-0', 'id': 'YAMAHA - YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX', 'Valor': 9867}]",05/05,YAMAHA,50000,,Belo Horizonte
 ,160,2016,10000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-ou-troco-por-xre-com-volta-minha-dependendo-da-moto-1028711439,1028711439,[],05/05,,99999999,,Vespasiano
HONDA CG 125 FAN ES,150,2010,7200,7001,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-2010-1028696856,1028696856,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7001}]",05/05,HONDA,0,,Contagem
HONDA CG 125,125,2012,6800,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-cg-125-1028685565,1028685565,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7481}, {'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6957}, {'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 7088}, {'Codigo': '811095-6', 'id': 'HONDA - CG 125 CARGO ES', 'Valor': 6020}]",04/05,HONDA,58400,,Belo Horizonte
HONDA CB 300R/ 300R FLEX,300,2012,8900,10651,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cb-300r-2012-1028682957,1028682957,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 10651}]",04/05,HONDA,76000,,Belo Horizonte
HONDA XRE 300 RALLY FLEX,300,2013,5000,15748,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/xre-de-trilha-1028674214,1028674214,"[{'Codigo': '811097-2', 'id': 'HONDA - XRE 300/ 300 ABS/ FLEX', 'Valor': 15748}]",04/05,HONDA,0,,Ribeirão das Neves
HONDA CBX 250 TWISTER,500,2005,6500,6954,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cbx-250-twister-preta-2005-1028672981,1028672981,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 6954}]",04/05,HONDA,188120,,Belo Horizonte
DAFRA SUPER 100,100,2008,3000,1734,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/dafra-super-100-1028672787,1028672787,"[{'Codigo': '861001-0', 'id': 'DAFRA - SUPER 100', 'Valor': 1734}]",04/05,DAFRA,155558,,Betim
DAFRA APACHE 150CC,150,2008,5000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-1028665730,1028665730,"[{'Codigo': '861001-0', 'id': 'DAFRA - SUPER 100', 'Valor': 1734}, {'Codigo': '861002-9', 'id': 'DAFRA - SPEED 150', 'Valor': 2318}, {'Codigo': '861004-5', 'id': 'DAFRA - LASER 150', 'Valor': 3708}, {'Codigo': '861003-7', 'id': 'DAFRA - KANSAS 150', 'Valor': 3460}]",04/05,DAFRA,35000,,Belo Horizonte
YAMAHA XTZ 125 K,125,2007,7500,4590,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/xtz-125-1028648406,1028648406,"[{'Codigo': '827046-5', 'id': 'YAMAHA - XTZ 125 K', 'Valor': 4590}]",04/05,YAMAHA,34000,,Contagem
HONDA CG 125 FAN / FAN KS / 125 I FAN,150,2012,6900,6957,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-150-1028636597,1028636597,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6957}]",04/05,HONDA,70000,,Ibirité
HONDA CB 300R/ 300R FLEX,300,2012,9700,10651,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cb300r-2012-1028618562,1028618562,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 10651}]",04/05,HONDA,91300,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2006,8900,5371,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-fan-125-1028611206,1028611206,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5371}]",04/05,HONDA,35000,,Belo Horizonte
HONDA CG 125,125,2008,5600,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/125-2008-1028595107,1028595107,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",04/05,HONDA,50000,,Ibirité
SUZUKI BURGMAN I 125CC,125,2012,8000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-1028589953,1028589953,"[{'Codigo': '825056-1', 'id': 'SUZUKI - BURGMAN i 125cc', 'Valor': 7312}, {'Codigo': '825048-0', 'id': 'SUZUKI - BURGMAN 650 EXECUTIVE/ 650', 'Valor': 30197}, {'Codigo': '825033-2', 'id': 'SUZUKI - BURGMAN 400', 'Valor': 20564}]",04/05,SUZUKI,40000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2010,6300,6582,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-ano-2010-1028580696,1028580696,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6582}]",04/05,HONDA,25000,,Betim
HONDA CG 150 TITAN-EX MIX/FLEX,150,2012,8500,9169,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-1028579162,1028579162,"[{'Codigo': '811100-6', 'id': 'HONDA - CG 150 TITAN-EX MIX/FLEX', 'Valor': 9169}]",04/05,HONDA,10000000,,Belo Horizonte
IROS WARRIOR 400 4X4 QUADRICICLO,50,2021,4750,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/patinete-eletrico-watts-modelo-w5-1028574042,1028574042,[],04/05,IROS,300,,Ibirité
DAFRA KANSAS 150,150,2009,7500,4094,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-ou-troco-por-fusca-974833520,974833520,"[{'Codigo': '861003-7', 'id': 'DAFRA - KANSAS 150', 'Valor': 4094}]",04/05,DAFRA,1000,,Ouro Preto
HONDA CG 125,125,2008,6500,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg125-fan-2008-zero-1028545650,1028545650,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",04/05,HONDA,75000,,Belo Horizonte
HONDA CG 150 TITAN-KS MIX,150,2010,7900,7908,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-honda-cg-titan-150-ks-2009-2010-1028543148,1028543148,"[{'Codigo': '811094-8', 'id': 'HONDA - CG 150 TITAN-KS MIX', 'Valor': 7908}]",04/05,HONDA,106000,,Belo Horizonte
DAFRA NEXT 250CC,250,2014,8500,8997,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/next-250cc-1028531246,1028531246,"[{'Codigo': '861016-9', 'id': 'DAFRA - NEXT 250cc', 'Valor': 8997}]",04/05,DAFRA,66200,,Belo Horizonte
HONDA CG 150 TITAN-ES,160,2010,7000,8652.5,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-ou-troco-por-carro-1028522536,1028522536,"[{'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 8656}, {'Codigo': '811092-1', 'id': 'HONDA - CG 150 TITAN-ES MIX', 'Valor': 8649}]",04/05,HONDA,0,,Ribeirão das Neves
HONDA CBX 250 TWISTER,250,2008,7500,7972,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/twister-1028500289,1028500289,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7972}]",04/05,HONDA,0,,Belo Horizonte
YAMAHA XTZ 125 E,125,2005,3200,4290,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/xtz-trilha-1028499947,1028499947,"[{'Codigo': '827047-3', 'id': 'YAMAHA - XTZ 125 E', 'Valor': 4290}]",04/05,YAMAHA,0,,Santa Luzia
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2017,9500,9348,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125i-2017-1028497104,1028497104,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 9348}]",04/05,HONDA,26000,,Contagem
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2008,5800,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-honda-fan-2008-1028490013,1028490013,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",04/05,HONDA,67700,,Betim
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2012,6900,6957,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2012-12-1028481484,1028481484,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6957}]",04/05,HONDA,38000,,Contagem
HONDA NX 400I FALCON,400,2008,8500,14356,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/falcon-1028477682,1028477682,"[{'Codigo': '811033-6', 'id': 'HONDA - NX-4 FALCON 400', 'Valor': 14356}]",04/05,HONDA,70000,,Belo Horizonte
HONDA CG 125 FAN ES,125,2009,7400,6808,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-ou-troco-fan-125-1028467576,1028467576,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 6808}]",04/05,HONDA,41301,,Santa Luzia
YAMAHA TT-R 230,250,2013,8500,10520,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/ttr-moto-trilha-1028467094,1028467094,"[{'Codigo': '827064-3', 'id': 'YAMAHA - TT-R 230', 'Valor': 10520}]",04/05,YAMAHA,0,,Contagem
YAMAHA XTZ 125 K,125,2007,6000,4590,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-xtz-125-k-1028458854,1028458854,"[{'Codigo': '827046-5', 'id': 'YAMAHA - XTZ 125 K', 'Valor': 4590}]",04/05,YAMAHA,293000,,Belo Horizonte
HONDA LEAD 110,125,2010,8200,6955,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/lead-110-2010-1028442216,1028442216,"[{'Codigo': '811099-9', 'id': 'HONDA - LEAD 110', 'Valor': 6955}]",04/05,HONDA,52359,,Ipatinga
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2008,5800,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-08-a-venda-1028441584,1028441584,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",04/05,HONDA,66000,,Betim
SUZUKI BURGMAN I 125CC,125,2013,8000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vende-se-suzuki-burgman-125cc-automatica-1028440186,1028440186,"[{'Codigo': '825056-1', 'id': 'SUZUKI - BURGMAN i 125cc', 'Valor': 7519}, {'Codigo': '825048-0', 'id': 'SUZUKI - BURGMAN 650 EXECUTIVE/ 650', 'Valor': 33525}, {'Codigo': '825033-2', 'id': 'SUZUKI - BURGMAN 400', 'Valor': 21144}]",04/05,SUZUKI,22000,,Ipatinga
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2009,6000,6401,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-ks-2009-6mil-1028437823,1028437823,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6401}]",04/05,HONDA,72000,,Belo Horizonte
HONDA CG 150 TITAN-ES,150,2012,8500,9278,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-1028427309,1028427309,"[{'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 9278}]",04/05,HONDA,1000,,Belo Horizonte
HONDA CG 150 FAN ESDI/ 150 FAN ESDI FLEX,150,2013,9800,9820.5,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-150-flex-2013-1028425345,1028425345,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 9771}, {'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 9870}]",04/05,HONDA,67000,,Belo Horizonte
HONDA NXR 150 BROS KS,150,2008,9400,7068,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-bros-1028381014,1028381014,"[{'Codigo': '811081-6', 'id': 'HONDA - NXR 150 BROS KS', 'Valor': 7068}]",04/05,HONDA,0,,Nova Lima
YAMAHA YBR 125 FACTOR E,125,2009,6000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-factor-2009-1028379303,1028379303,"[{'Codigo': '827074-0', 'id': 'YAMAHA - YBR 125 FACTOR ED/FACTOR EDITION', 'Valor': 5958}, {'Codigo': '827073-2', 'id': 'YAMAHA - YBR 125 FACTOR E', 'Valor': 5012}]",04/05,YAMAHA,44808,,Santa Luzia
HONDA CG 150 TITAN-KS MIX,150,2008,6000,7234,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-ks-08-08-1028376179,1028376179,"[{'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 7234}]",04/05,HONDA,80000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2010,6000,6582,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-ks-2010-oportunidade-1028369528,1028369528,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6582}]",04/05,HONDA,83000,,Contagem
HONDA CBX 250 TWISTER,250,2008,7800,7972,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/twister-2008-1028339350,1028339350,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7972}]",04/05,HONDA,10000,,Belo Horizonte
DAFRA ZIG 50,50,2015,3100,3759,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-50-cilindradas-1028335960,1028335960,"[{'Codigo': '861013-4', 'id': 'DAFRA - ZIG 50', 'Valor': 3759}]",04/05,DAFRA,4618,,Belo Horizonte
HONDA CG 160 START,160,2019,10000,12661,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/start-2018-2019-1028332801,1028332801,"[{'Codigo': '811139-1', 'id': 'HONDA - CG 160 START', 'Valor': 12661}]",04/05,HONDA,42000,,Contagem
HONDA CG 125 CARGO/ CARGO KS/125I CARGO,125,2013,6500,7287,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-2013-r-6500-pra-ir-embora-rapido-1028321480,1028321480,"[{'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 7287}]",04/05,HONDA,26000,,Sabará
HONDA CBX 250 TWISTER,250,2006,6800,7194,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/twister-250-1028300912,1028300912,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7194}]",04/05,HONDA,111111,,Esmeraldas
HONDA BIZ 125 KS/ KS F.INJ./KS MIX F.INJECTION,125,2008,8000,7400,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-biz-125-1028250121,1028250121,"[{'Codigo': '811079-4', 'id': 'HONDA - BIZ 125 KS/ KS F.INJ./KS MIX F.INJECTION', 'Valor': 7400}]",03/05,HONDA,0,,Belo Horizonte
FYM FY250 250CC,250,2008,6900,7199,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fym-250-customizada-1028246118,1028246118,"[{'Codigo': '849002-3', 'id': 'FYM - FY250 250cc', 'Valor': 7199}]",03/05,FYM,33500,,Ipatinga
HONDA CRF 150F,50,2019,3500,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/mini-moto-50-cc-partida-eletrica-1028243726,1028243726,"[{'Codigo': '811156-1', 'id': 'HONDA - CRF 450 X', 'Valor': 46235}, {'Codigo': '811163-4', 'id': 'HONDA - CRF 450 RX', 'Valor': 50830}, {'Codigo': '811164-2', 'id': 'HONDA - CRF 450 R', 'Valor': 50950}, {'Codigo': '811151-0', 'id': 'HONDA - CRF 250 F', 'Valor': 19853}, {'Codigo': '811087-5', 'id': 'HONDA - CRF 230 F', 'Valor': 17201}]",03/05,HONDA,100,,Conceição do Mato Dentro
HONDA CG 150 TITAN-KS/ TITAN-JOB,150,2009,8700,7715,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-ks-2009-1028224929,1028224929,"[{'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 7715}]",03/05,HONDA,65800,,Betim
SUZUKI BURGMAN I 125CC,125,2007,6900,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/suzuki-burgman-125-automatica-1028220985,1028220985,"[{'Codigo': '825048-0', 'id': 'SUZUKI - BURGMAN 650 EXECUTIVE/ 650', 'Valor': 20111}, {'Codigo': '825033-2', 'id': 'SUZUKI - BURGMAN 400', 'Valor': 13605}, {'Codigo': '825044-8', 'id': 'SUZUKI - AN 125 BURGMAN', 'Valor': 4820}]",03/05,SUZUKI,10000,,Contagem
KASINSKI MIRAGE 150,150,2011,9500,4950,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/mirage-1028212465,1028212465,"[{'Codigo': '816026-0', 'id': 'KASINSKI - MIRAGE 150', 'Valor': 4950}]",03/05,KASINSKI,17000,,Belo Horizonte
HONDA CB 300R/ 300R FLEX,300,2011,9500,9795,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-cb300r-2011-1028209822,1028209822,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 9795}]",03/05,HONDA,78000,,Ouro Preto
HONDA BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION,125,2006,8500,6966,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-biz-2006-1028207765,1028207765,"[{'Codigo': '811080-8', 'id': 'HONDA - BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION', 'Valor': 6966}]",03/05,HONDA,140006,,Belo Horizonte
HONDA CB TWISTER/FLEXONE 250CC,250,2008,7800,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-honda-twister-250cc-1028206995,1028206995,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7972}, {'Codigo': '811069-7', 'id': 'HONDA - CBR 600 RR', 'Valor': 36129}, {'Codigo': '811073-5', 'id': 'HONDA - CBR 1000 RR Fireblade', 'Valor': 38305}, {'Codigo': '811086-7', 'id': 'HONDA - CB1300 SUPER FOUR', 'Valor': 38628}, {'Codigo': '811076-0', 'id': 'HONDA - CB 600F HORNET', 'Valor': 30718}]",03/05,HONDA,1000,,Contagem
YAMAHA YBR 125 ED,125,2006,4800,4774,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-yamara-modelo-2006-1028170474,1028170474,"[{'Codigo': '827045-7', 'id': 'YAMAHA - YBR 125 ED', 'Valor': 4774}]",03/05,YAMAHA,50000,,Ibirité
FYM FY250 250CC,300,2008,10000,7199,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/custom-bobber-1028168708,1028168708,"[{'Codigo': '849002-3', 'id': 'FYM - FY250 250cc', 'Valor': 7199}]",03/05,FYM,260000,,Ouro Preto
HONDA CB 300R/ 300R FLEX,300,2012,9500,10651,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cb-300-1028165400,1028165400,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 10651}]",03/05,HONDA,77000,,Ribeirão das Neves
HONDA CG 150 FAN ESDI/ 150 FAN ESDI FLEX,150,2010,6700,8554,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-150-1028150172,1028150172,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8554}]",03/05,HONDA,60000,,Santa Luzia
HONDA CB 300R/ 300R FLEX,300,2012,7900,10651,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cb-300r-1028129253,1028129253,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 10651}]",03/05,HONDA,139000,,Belo Horizonte
HONDA CG 125 FAN ES,125,2011,9000,7235,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-125-fan-2011-1028127288,1028127288,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7235}]",03/05,HONDA,3100,,Ribeirão das Neves
HONDA CG 150 TITAN-ESD MIX/FLEX,150,2012,9500,9278,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-150-2012-1028127062,1028127062,"[{'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 9278}]",03/05,HONDA,90000,,Belo Horizonte
HONDA CG 150 TITAN-KS MIX,150,2010,7900,7908,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-honda-cg-titan-150-ks-2009-2010-1028126474,1028126474,"[{'Codigo': '811094-8', 'id': 'HONDA - CG 150 TITAN-KS MIX', 'Valor': 7908}]",03/05,HONDA,106000,,Belo Horizonte
YAMAHA YBR 125 FACTOR K/ FACTOR K1,125,2009,4800,4854,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/yamaha-factor-125-2009-k-1028122042,1028122042,"[{'Codigo': '827072-4', 'id': 'YAMAHA - YBR 125 FACTOR K/ FACTOR K1', 'Valor': 4854}]",03/05,YAMAHA,71000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2007,5900,5636,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-fan-125-1028102105,1028102105,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5636}]",03/05,HONDA,1000,,Belo Horizonte
HONDA CG 125 FAN ES,125,2010,8000,7001,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2010-1028085195,1028085195,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7001}]",03/05,HONDA,7000,,Belo Horizonte
SUZUKI INTRUDER 125,125,2005,5300,4507,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/intruder-125-1028083287,1028083287,"[{'Codigo': '825040-5', 'id': 'SUZUKI - INTRUDER 125', 'Valor': 4507}]",03/05,SUZUKI,40000,,Belo Horizonte
HONDA CG 150 FAN ESI/ 150 FAN ESI FLEX,150,2012,9500,9259.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-fan-150c-1028050683,1028050683,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 9248}, {'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 9270}]",03/05,HONDA,80000,,Coronel Fabriciano
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2012,6000,6957,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-fan-125-segundo-dono-1028049124,1028049124,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6957}]",03/05,HONDA,28000,,Ribeirão das Neves
HONDA CG 150 TITAN-ESD/ TITAN SPECIAL EDITION,150,2006,8000,7438,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/150-2005-2006-completa-1028045106,1028045106,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 7438}]",03/05,HONDA,100000,,Timóteo
HONDA CG 150 FAN ESI/ 150 FAN ESI FLEX,150,2010,8650,8554,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan150-2010-doc-22-1028042320,1028042320,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8554}]",03/05,HONDA,0,,Ribeirão das Neves
DAFRA KANSAS 150,150,2011,7000,4474,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/troco-moto-1028041138,1028041138,"[{'Codigo': '861003-7', 'id': 'DAFRA - KANSAS 150', 'Valor': 4474}]",03/05,DAFRA,4000,,Vespasiano
HONDA CG 125 CARGO/ CARGO KS/125I CARGO,125,2013,6500,7287,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-cargo-2013-1028039259,1028039259,"[{'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 7287}]",03/05,HONDA,40000,,Belo Horizonte
HONDA CG 150 FAN ESDI/ 150 FAN ESDI FLEX,150,2011,9500,8800.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-150-2011-km-25000-valor-9500-1001306498,1001306498,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8796}, {'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 8804}]",03/05,HONDA,25000,,Betim
